#    L    TT             EE             TE             PP             TP          
  7742   0.296593E-02   0.412798E-04  -0.798734E-04   0.262845E+04   0.872000E-01
  7743   0.296506E-02   0.412096E-04  -0.796906E-04   0.262762E+04   0.871639E-01
  7744   0.296420E-02   0.411393E-04  -0.795075E-04   0.262680E+04   0.871278E-01
  7745   0.296334E-02   0.410689E-04  -0.793240E-04   0.262597E+04   0.870918E-01
  7746   0.296249E-02   0.409985E-04  -0.791401E-04   0.262514E+04   0.870557E-01
  7747   0.296165E-02   0.409279E-04  -0.789558E-04   0.262432E+04   0.870197E-01
  7748   0.296080E-02   0.408572E-04  -0.787710E-04   0.262349E+04   0.869838E-01
  7749   0.295997E-02   0.407864E-04  -0.785859E-04   0.262267E+04   0.869478E-01
  7750   0.295913E-02   0.407155E-04  -0.784004E-04   0.262184E+04   0.869119E-01
  7751   0.295831E-02   0.406445E-04  -0.782144E-04   0.262102E+04   0.868760E-01
  7752   0.295748E-02   0.405734E-04  -0.780281E-04   0.262019E+04   0.868401E-01
  7753   0.295666E-02   0.405022E-04  -0.778414E-04   0.261937E+04   0.868042E-01
  7754   0.295585E-02   0.404309E-04  -0.776543E-04   0.261854E+04   0.867684E-01
  7755   0.295504E-02   0.403595E-04  -0.774668E-04   0.261772E+04   0.867326E-01
  7756   0.295424E-02   0.402880E-04  -0.772789E-04   0.261690E+04   0.866968E-01
  7757   0.295344E-02   0.402164E-04  -0.770906E-04   0.261608E+04   0.866610E-01
  7758   0.295264E-02   0.401447E-04  -0.769020E-04   0.261525E+04   0.866253E-01
  7759   0.295185E-02   0.400730E-04  -0.767129E-04   0.261443E+04   0.865896E-01
  7760   0.295107E-02   0.400011E-04  -0.765235E-04   0.261361E+04   0.865539E-01
  7761   0.295029E-02   0.399291E-04  -0.763337E-04   0.261279E+04   0.865182E-01
  7762   0.294951E-02   0.398570E-04  -0.761435E-04   0.261197E+04   0.864826E-01
  7763   0.294874E-02   0.397849E-04  -0.759529E-04   0.261115E+04   0.864470E-01
  7764   0.294797E-02   0.397126E-04  -0.757619E-04   0.261033E+04   0.864114E-01
  7765   0.294721E-02   0.396403E-04  -0.755706E-04   0.260951E+04   0.863759E-01
  7766   0.294645E-02   0.395678E-04  -0.753789E-04   0.260869E+04   0.863403E-01
  7767   0.294570E-02   0.394953E-04  -0.751868E-04   0.260787E+04   0.863048E-01
  7768   0.294495E-02   0.394227E-04  -0.749944E-04   0.260705E+04   0.862693E-01
  7769   0.294421E-02   0.393500E-04  -0.748016E-04   0.260623E+04   0.862338E-01
  7770   0.294347E-02   0.392771E-04  -0.746084E-04   0.260542E+04   0.861984E-01
  7771   0.294273E-02   0.392042E-04  -0.744149E-04   0.260460E+04   0.861630E-01
  7772   0.294200E-02   0.391312E-04  -0.742209E-04   0.260378E+04   0.861276E-01
  7773   0.294128E-02   0.390582E-04  -0.740267E-04   0.260296E+04   0.860922E-01
  7774   0.294056E-02   0.389850E-04  -0.738320E-04   0.260215E+04   0.860569E-01
  7775   0.293984E-02   0.389117E-04  -0.736370E-04   0.260133E+04   0.860216E-01
  7776   0.293913E-02   0.388384E-04  -0.734416E-04   0.260052E+04   0.859863E-01
  7777   0.293842E-02   0.387649E-04  -0.732459E-04   0.259970E+04   0.859510E-01
  7778   0.293771E-02   0.386914E-04  -0.730498E-04   0.259889E+04   0.859158E-01
  7779   0.293702E-02   0.386178E-04  -0.728534E-04   0.259807E+04   0.858805E-01
  7780   0.293632E-02   0.385441E-04  -0.726566E-04   0.259726E+04   0.858453E-01
  7781   0.293563E-02   0.384703E-04  -0.724595E-04   0.259644E+04   0.858102E-01
  7782   0.293494E-02   0.383964E-04  -0.722620E-04   0.259563E+04   0.857750E-01
  7783   0.293426E-02   0.383224E-04  -0.720642E-04   0.259482E+04   0.857399E-01
  7784   0.293359E-02   0.382484E-04  -0.718660E-04   0.259400E+04   0.857048E-01
  7785   0.293291E-02   0.381742E-04  -0.716675E-04   0.259319E+04   0.856697E-01
  7786   0.293224E-02   0.381000E-04  -0.714686E-04   0.259238E+04   0.856347E-01
  7787   0.293158E-02   0.380257E-04  -0.712694E-04   0.259157E+04   0.855996E-01
  7788   0.293092E-02   0.379513E-04  -0.710698E-04   0.259076E+04   0.855646E-01
  7789   0.293026E-02   0.378768E-04  -0.708699E-04   0.258995E+04   0.855296E-01
  7790   0.292961E-02   0.378023E-04  -0.706697E-04   0.258913E+04   0.854947E-01
  7791   0.292896E-02   0.377276E-04  -0.704691E-04   0.258832E+04   0.854597E-01
  7792   0.292832E-02   0.376529E-04  -0.702682E-04   0.258751E+04   0.854248E-01
  7793   0.292768E-02   0.375781E-04  -0.700670E-04   0.258670E+04   0.853899E-01
  7794   0.292705E-02   0.375032E-04  -0.698654E-04   0.258590E+04   0.853551E-01
  7795   0.292642E-02   0.374282E-04  -0.696635E-04   0.258509E+04   0.853202E-01
  7796   0.292579E-02   0.373532E-04  -0.694612E-04   0.258428E+04   0.852854E-01
  7797   0.292517E-02   0.372780E-04  -0.692587E-04   0.258347E+04   0.852506E-01
  7798   0.292455E-02   0.372028E-04  -0.690558E-04   0.258266E+04   0.852159E-01
  7799   0.292394E-02   0.371275E-04  -0.688526E-04   0.258185E+04   0.851811E-01
  7800   0.292333E-02   0.370522E-04  -0.686490E-04   0.258105E+04   0.851464E-01
  7801   0.292272E-02   0.369767E-04  -0.684452E-04   0.258024E+04   0.851117E-01
  7802   0.292212E-02   0.369012E-04  -0.682410E-04   0.257943E+04   0.850770E-01
  7803   0.292152E-02   0.368256E-04  -0.680365E-04   0.257863E+04   0.850424E-01
  7804   0.292093E-02   0.367499E-04  -0.678317E-04   0.257782E+04   0.850077E-01
  7805   0.292034E-02   0.366742E-04  -0.676266E-04   0.257702E+04   0.849731E-01
  7806   0.291976E-02   0.365983E-04  -0.674211E-04   0.257621E+04   0.849385E-01
  7807   0.291918E-02   0.365224E-04  -0.672154E-04   0.257541E+04   0.849040E-01
  7808   0.291860E-02   0.364464E-04  -0.670093E-04   0.257460E+04   0.848694E-01
  7809   0.291803E-02   0.363704E-04  -0.668029E-04   0.257380E+04   0.848349E-01
  7810   0.291746E-02   0.362942E-04  -0.665963E-04   0.257299E+04   0.848004E-01
  7811   0.291689E-02   0.362180E-04  -0.663893E-04   0.257219E+04   0.847660E-01
  7812   0.291633E-02   0.361417E-04  -0.661820E-04   0.257139E+04   0.847315E-01
  7813   0.291578E-02   0.360654E-04  -0.659744E-04   0.257059E+04   0.846971E-01
  7814   0.291522E-02   0.359889E-04  -0.657665E-04   0.256978E+04   0.846627E-01
  7815   0.291467E-02   0.359124E-04  -0.655583E-04   0.256898E+04   0.846283E-01
  7816   0.291413E-02   0.358359E-04  -0.653498E-04   0.256818E+04   0.845940E-01
  7817   0.291359E-02   0.357592E-04  -0.651410E-04   0.256738E+04   0.845596E-01
  7818   0.291305E-02   0.356825E-04  -0.649319E-04   0.256658E+04   0.845253E-01
  7819   0.291252E-02   0.356057E-04  -0.647225E-04   0.256578E+04   0.844911E-01
  7820   0.291199E-02   0.355289E-04  -0.645128E-04   0.256498E+04   0.844568E-01
  7821   0.291146E-02   0.354519E-04  -0.643028E-04   0.256418E+04   0.844226E-01
  7822   0.291094E-02   0.353749E-04  -0.640926E-04   0.256338E+04   0.843883E-01
  7823   0.291042E-02   0.352979E-04  -0.638820E-04   0.256258E+04   0.843542E-01
  7824   0.290991E-02   0.352207E-04  -0.636712E-04   0.256178E+04   0.843200E-01
  7825   0.290940E-02   0.351435E-04  -0.634600E-04   0.256098E+04   0.842858E-01
  7826   0.290889E-02   0.350662E-04  -0.632486E-04   0.256018E+04   0.842517E-01
  7827   0.290839E-02   0.349889E-04  -0.630369E-04   0.255939E+04   0.842176E-01
  7828   0.290789E-02   0.349115E-04  -0.628250E-04   0.255859E+04   0.841835E-01
  7829   0.290740E-02   0.348340E-04  -0.626127E-04   0.255779E+04   0.841495E-01
  7830   0.290691E-02   0.347565E-04  -0.624002E-04   0.255699E+04   0.841155E-01
  7831   0.290642E-02   0.346789E-04  -0.621874E-04   0.255620E+04   0.840814E-01
  7832   0.290593E-02   0.346012E-04  -0.619743E-04   0.255540E+04   0.840475E-01
  7833   0.290545E-02   0.345235E-04  -0.617609E-04   0.255461E+04   0.840135E-01
  7834   0.290498E-02   0.344457E-04  -0.615473E-04   0.255381E+04   0.839795E-01
  7835   0.290451E-02   0.343678E-04  -0.613334E-04   0.255302E+04   0.839456E-01
  7836   0.290404E-02   0.342899E-04  -0.611192E-04   0.255222E+04   0.839117E-01
  7837   0.290357E-02   0.342119E-04  -0.609048E-04   0.255143E+04   0.838779E-01
  7838   0.290311E-02   0.341338E-04  -0.606901E-04   0.255063E+04   0.838440E-01
  7839   0.290265E-02   0.340557E-04  -0.604751E-04   0.254984E+04   0.838102E-01
  7840   0.290220E-02   0.339775E-04  -0.602599E-04   0.254905E+04   0.837764E-01
  7841   0.290175E-02   0.338993E-04  -0.600444E-04   0.254825E+04   0.837426E-01
  7842   0.290130E-02   0.338210E-04  -0.598287E-04   0.254746E+04   0.837088E-01
  7843   0.290086E-02   0.337426E-04  -0.596127E-04   0.254667E+04   0.836751E-01
  7844   0.290042E-02   0.336642E-04  -0.593964E-04   0.254588E+04   0.836414E-01
  7845   0.289998E-02   0.335857E-04  -0.591799E-04   0.254508E+04   0.836077E-01
  7846   0.289955E-02   0.335072E-04  -0.589631E-04   0.254429E+04   0.835740E-01
  7847   0.289912E-02   0.334285E-04  -0.587461E-04   0.254350E+04   0.835403E-01
  7848   0.289869E-02   0.333499E-04  -0.585288E-04   0.254271E+04   0.835067E-01
  7849   0.289827E-02   0.332712E-04  -0.583113E-04   0.254192E+04   0.834731E-01
  7850   0.289785E-02   0.331924E-04  -0.580935E-04   0.254113E+04   0.834395E-01
  7851   0.289744E-02   0.331136E-04  -0.578755E-04   0.254034E+04   0.834059E-01
  7852   0.289703E-02   0.330347E-04  -0.576572E-04   0.253955E+04   0.833724E-01
  7853   0.289662E-02   0.329557E-04  -0.574387E-04   0.253876E+04   0.833389E-01
  7854   0.289621E-02   0.328767E-04  -0.572200E-04   0.253798E+04   0.833054E-01
  7855   0.289581E-02   0.327977E-04  -0.570010E-04   0.253719E+04   0.832719E-01
  7856   0.289541E-02   0.327185E-04  -0.567818E-04   0.253640E+04   0.832384E-01
  7857   0.289502E-02   0.326394E-04  -0.565623E-04   0.253561E+04   0.832050E-01
  7858   0.289463E-02   0.325602E-04  -0.563426E-04   0.253483E+04   0.831716E-01
  7859   0.289424E-02   0.324809E-04  -0.561227E-04   0.253404E+04   0.831382E-01
  7860   0.289386E-02   0.324015E-04  -0.559025E-04   0.253325E+04   0.831048E-01
  7861   0.289347E-02   0.323222E-04  -0.556821E-04   0.253247E+04   0.830715E-01
  7862   0.289310E-02   0.322427E-04  -0.554615E-04   0.253168E+04   0.830382E-01
  7863   0.289272E-02   0.321632E-04  -0.552406E-04   0.253090E+04   0.830049E-01
  7864   0.289235E-02   0.320837E-04  -0.550195E-04   0.253011E+04   0.829716E-01
  7865   0.289198E-02   0.320041E-04  -0.547982E-04   0.252933E+04   0.829383E-01
  7866   0.289162E-02   0.319245E-04  -0.545767E-04   0.252854E+04   0.829051E-01
  7867   0.289126E-02   0.318448E-04  -0.543549E-04   0.252776E+04   0.828719E-01
  7868   0.289090E-02   0.317650E-04  -0.541329E-04   0.252697E+04   0.828387E-01
  7869   0.289055E-02   0.316852E-04  -0.539107E-04   0.252619E+04   0.828055E-01
  7870   0.289019E-02   0.316054E-04  -0.536883E-04   0.252541E+04   0.827724E-01
  7871   0.288985E-02   0.315255E-04  -0.534657E-04   0.252462E+04   0.827392E-01
  7872   0.288950E-02   0.314456E-04  -0.532429E-04   0.252384E+04   0.827061E-01
  7873   0.288916E-02   0.313656E-04  -0.530198E-04   0.252306E+04   0.826730E-01
  7874   0.288882E-02   0.312856E-04  -0.527965E-04   0.252228E+04   0.826400E-01
  7875   0.288849E-02   0.312055E-04  -0.525730E-04   0.252150E+04   0.826069E-01
  7876   0.288815E-02   0.311253E-04  -0.523494E-04   0.252072E+04   0.825739E-01
  7877   0.288783E-02   0.310452E-04  -0.521255E-04   0.251993E+04   0.825409E-01
  7878   0.288750E-02   0.309650E-04  -0.519014E-04   0.251915E+04   0.825079E-01
  7879   0.288718E-02   0.308847E-04  -0.516771E-04   0.251837E+04   0.824749E-01
  7880   0.288686E-02   0.308044E-04  -0.514525E-04   0.251759E+04   0.824420E-01
  7881   0.288654E-02   0.307240E-04  -0.512278E-04   0.251682E+04   0.824091E-01
  7882   0.288623E-02   0.306436E-04  -0.510029E-04   0.251604E+04   0.823762E-01
  7883   0.288592E-02   0.305632E-04  -0.507778E-04   0.251526E+04   0.823433E-01
  7884   0.288561E-02   0.304827E-04  -0.505525E-04   0.251448E+04   0.823105E-01
  7885   0.288531E-02   0.304022E-04  -0.503270E-04   0.251370E+04   0.822776E-01
  7886   0.288500E-02   0.303216E-04  -0.501013E-04   0.251292E+04   0.822448E-01
  7887   0.288471E-02   0.302410E-04  -0.498754E-04   0.251215E+04   0.822120E-01
  7888   0.288441E-02   0.301603E-04  -0.496494E-04   0.251137E+04   0.821793E-01
  7889   0.288412E-02   0.300796E-04  -0.494231E-04   0.251059E+04   0.821465E-01
  7890   0.288383E-02   0.299989E-04  -0.491967E-04   0.250982E+04   0.821138E-01
  7891   0.288354E-02   0.299181E-04  -0.489700E-04   0.250904E+04   0.820811E-01
  7892   0.288326E-02   0.298373E-04  -0.487432E-04   0.250826E+04   0.820484E-01
  7893   0.288298E-02   0.297565E-04  -0.485162E-04   0.250749E+04   0.820157E-01
  7894   0.288270E-02   0.296756E-04  -0.482890E-04   0.250671E+04   0.819831E-01
  7895   0.288243E-02   0.295946E-04  -0.480616E-04   0.250594E+04   0.819504E-01
  7896   0.288216E-02   0.295137E-04  -0.478341E-04   0.250516E+04   0.819178E-01
  7897   0.288189E-02   0.294327E-04  -0.476064E-04   0.250439E+04   0.818853E-01
  7898   0.288162E-02   0.293516E-04  -0.473785E-04   0.250362E+04   0.818527E-01
  7899   0.288136E-02   0.292705E-04  -0.471504E-04   0.250284E+04   0.818201E-01
  7900   0.288110E-02   0.291894E-04  -0.469222E-04   0.250207E+04   0.817876E-01
  7901   0.288084E-02   0.291083E-04  -0.466938E-04   0.250130E+04   0.817551E-01
  7902   0.288059E-02   0.290271E-04  -0.464652E-04   0.250052E+04   0.817226E-01
  7903   0.288034E-02   0.289458E-04  -0.462364E-04   0.249975E+04   0.816902E-01
  7904   0.288009E-02   0.288646E-04  -0.460075E-04   0.249898E+04   0.816577E-01
  7905   0.287984E-02   0.287833E-04  -0.457784E-04   0.249821E+04   0.816253E-01
  7906   0.287960E-02   0.287020E-04  -0.455492E-04   0.249744E+04   0.815929E-01
  7907   0.287936E-02   0.286206E-04  -0.453198E-04   0.249667E+04   0.815605E-01
  7908   0.287912E-02   0.285392E-04  -0.450902E-04   0.249590E+04   0.815282E-01
  7909   0.287889E-02   0.284578E-04  -0.448605E-04   0.249513E+04   0.814958E-01
  7910   0.287866E-02   0.283763E-04  -0.446306E-04   0.249436E+04   0.814635E-01
  7911   0.287843E-02   0.282948E-04  -0.444005E-04   0.249359E+04   0.814312E-01
  7912   0.287820E-02   0.282133E-04  -0.441703E-04   0.249282E+04   0.813990E-01
  7913   0.287798E-02   0.281318E-04  -0.439400E-04   0.249205E+04   0.813667E-01
  7914   0.287775E-02   0.280502E-04  -0.437095E-04   0.249128E+04   0.813345E-01
  7915   0.287754E-02   0.279686E-04  -0.434788E-04   0.249051E+04   0.813022E-01
  7916   0.287732E-02   0.278869E-04  -0.432480E-04   0.248975E+04   0.812700E-01
  7917   0.287711E-02   0.278052E-04  -0.430171E-04   0.248898E+04   0.812379E-01
  7918   0.287690E-02   0.277235E-04  -0.427860E-04   0.248821E+04   0.812057E-01
  7919   0.287669E-02   0.276418E-04  -0.425548E-04   0.248744E+04   0.811736E-01
  7920   0.287648E-02   0.275601E-04  -0.423234E-04   0.248668E+04   0.811415E-01
  7921   0.287628E-02   0.274783E-04  -0.420919E-04   0.248591E+04   0.811094E-01
  7922   0.287608E-02   0.273965E-04  -0.418602E-04   0.248515E+04   0.810773E-01
  7923   0.287588E-02   0.273146E-04  -0.416284E-04   0.248438E+04   0.810452E-01
  7924   0.287569E-02   0.272328E-04  -0.413965E-04   0.248361E+04   0.810132E-01
  7925   0.287549E-02   0.271509E-04  -0.411644E-04   0.248285E+04   0.809812E-01
  7926   0.287530E-02   0.270690E-04  -0.409322E-04   0.248209E+04   0.809492E-01
  7927   0.287512E-02   0.269870E-04  -0.406999E-04   0.248132E+04   0.809172E-01
  7928   0.287493E-02   0.269051E-04  -0.404675E-04   0.248056E+04   0.808853E-01
  7929   0.287475E-02   0.268231E-04  -0.402349E-04   0.247979E+04   0.808533E-01
  7930   0.287457E-02   0.267411E-04  -0.400021E-04   0.247903E+04   0.808214E-01
  7931   0.287439E-02   0.266590E-04  -0.397693E-04   0.247827E+04   0.807895E-01
  7932   0.287422E-02   0.265770E-04  -0.395363E-04   0.247750E+04   0.807576E-01
  7933   0.287404E-02   0.264949E-04  -0.393032E-04   0.247674E+04   0.807258E-01
  7934   0.287387E-02   0.264128E-04  -0.390700E-04   0.247598E+04   0.806939E-01
  7935   0.287371E-02   0.263307E-04  -0.388367E-04   0.247522E+04   0.806621E-01
  7936   0.287354E-02   0.262485E-04  -0.386033E-04   0.247446E+04   0.806303E-01
  7937   0.287338E-02   0.261663E-04  -0.383697E-04   0.247370E+04   0.805985E-01
  7938   0.287322E-02   0.260842E-04  -0.381360E-04   0.247294E+04   0.805668E-01
  7939   0.287306E-02   0.260019E-04  -0.379022E-04   0.247218E+04   0.805350E-01
  7940   0.287290E-02   0.259197E-04  -0.376683E-04   0.247142E+04   0.805033E-01
  7941   0.287275E-02   0.258375E-04  -0.374343E-04   0.247066E+04   0.804716E-01
  7942   0.287260E-02   0.257552E-04  -0.372002E-04   0.246990E+04   0.804399E-01
  7943   0.287245E-02   0.256729E-04  -0.369659E-04   0.246914E+04   0.804082E-01
  7944   0.287230E-02   0.255906E-04  -0.367316E-04   0.246838E+04   0.803766E-01
  7945   0.287216E-02   0.255083E-04  -0.364971E-04   0.246762E+04   0.803450E-01
  7946   0.287201E-02   0.254260E-04  -0.362626E-04   0.246686E+04   0.803134E-01
  7947   0.287187E-02   0.253436E-04  -0.360280E-04   0.246610E+04   0.802818E-01
  7948   0.287174E-02   0.252613E-04  -0.357932E-04   0.246535E+04   0.802502E-01
  7949   0.287160E-02   0.251789E-04  -0.355584E-04   0.246459E+04   0.802187E-01
  7950   0.287147E-02   0.250965E-04  -0.353234E-04   0.246383E+04   0.801871E-01
  7951   0.287134E-02   0.250141E-04  -0.350884E-04   0.246308E+04   0.801556E-01
  7952   0.287121E-02   0.249317E-04  -0.348532E-04   0.246232E+04   0.801241E-01
  7953   0.287108E-02   0.248492E-04  -0.346180E-04   0.246156E+04   0.800927E-01
  7954   0.287096E-02   0.247668E-04  -0.343827E-04   0.246081E+04   0.800612E-01
  7955   0.287083E-02   0.246843E-04  -0.341473E-04   0.246005E+04   0.800298E-01
  7956   0.287071E-02   0.246018E-04  -0.339118E-04   0.245930E+04   0.799984E-01
  7957   0.287060E-02   0.245194E-04  -0.336762E-04   0.245854E+04   0.799670E-01
  7958   0.287048E-02   0.244369E-04  -0.334405E-04   0.245779E+04   0.799356E-01
  7959   0.287037E-02   0.243543E-04  -0.332048E-04   0.245703E+04   0.799042E-01
  7960   0.287025E-02   0.242718E-04  -0.329689E-04   0.245628E+04   0.798729E-01
  7961   0.287014E-02   0.241893E-04  -0.327330E-04   0.245553E+04   0.798416E-01
  7962   0.287004E-02   0.241067E-04  -0.324970E-04   0.245477E+04   0.798103E-01
  7963   0.286993E-02   0.240242E-04  -0.322610E-04   0.245402E+04   0.797790E-01
  7964   0.286983E-02   0.239416E-04  -0.320248E-04   0.245327E+04   0.797477E-01
  7965   0.286973E-02   0.238591E-04  -0.317886E-04   0.245252E+04   0.797165E-01
  7966   0.286963E-02   0.237765E-04  -0.315523E-04   0.245177E+04   0.796852E-01
  7967   0.286953E-02   0.236939E-04  -0.313159E-04   0.245101E+04   0.796540E-01
  7968   0.286943E-02   0.236113E-04  -0.310795E-04   0.245026E+04   0.796228E-01
  7969   0.286934E-02   0.235287E-04  -0.308430E-04   0.244951E+04   0.795917E-01
  7970   0.286925E-02   0.234461E-04  -0.306064E-04   0.244876E+04   0.795605E-01
  7971   0.286916E-02   0.233635E-04  -0.303698E-04   0.244801E+04   0.795294E-01
  7972   0.286907E-02   0.232809E-04  -0.301331E-04   0.244726E+04   0.794983E-01
  7973   0.286898E-02   0.231982E-04  -0.298963E-04   0.244651E+04   0.794672E-01
  7974   0.286890E-02   0.231156E-04  -0.296595E-04   0.244576E+04   0.794361E-01
  7975   0.286882E-02   0.230330E-04  -0.294226E-04   0.244501E+04   0.794050E-01
  7976   0.286874E-02   0.229503E-04  -0.291857E-04   0.244426E+04   0.793740E-01
  7977   0.286866E-02   0.228677E-04  -0.289487E-04   0.244352E+04   0.793430E-01
  7978   0.286858E-02   0.227851E-04  -0.287116E-04   0.244277E+04   0.793120E-01
  7979   0.286851E-02   0.227024E-04  -0.284745E-04   0.244202E+04   0.792810E-01
  7980   0.286844E-02   0.226198E-04  -0.282374E-04   0.244127E+04   0.792500E-01
  7981   0.286837E-02   0.225371E-04  -0.280002E-04   0.244053E+04   0.792191E-01
  7982   0.286830E-02   0.224545E-04  -0.277629E-04   0.243978E+04   0.791881E-01
  7983   0.286823E-02   0.223718E-04  -0.275256E-04   0.243903E+04   0.791572E-01
  7984   0.286816E-02   0.222891E-04  -0.272883E-04   0.243829E+04   0.791263E-01
  7985   0.286810E-02   0.222065E-04  -0.270509E-04   0.243754E+04   0.790954E-01
  7986   0.286804E-02   0.221238E-04  -0.268134E-04   0.243680E+04   0.790646E-01
  7987   0.286798E-02   0.220412E-04  -0.265759E-04   0.243605E+04   0.790337E-01
  7988   0.286792E-02   0.219585E-04  -0.263384E-04   0.243531E+04   0.790029E-01
  7989   0.286786E-02   0.218759E-04  -0.261009E-04   0.243456E+04   0.789721E-01
  7990   0.286781E-02   0.217932E-04  -0.258633E-04   0.243382E+04   0.789413E-01
  7991   0.286775E-02   0.217106E-04  -0.256256E-04   0.243307E+04   0.789106E-01
  7992   0.286770E-02   0.216279E-04  -0.253880E-04   0.243233E+04   0.788798E-01
  7993   0.286765E-02   0.215453E-04  -0.251503E-04   0.243159E+04   0.788491E-01
  7994   0.286760E-02   0.214627E-04  -0.249126E-04   0.243084E+04   0.788184E-01
  7995   0.286756E-02   0.213800E-04  -0.246748E-04   0.243010E+04   0.787877E-01
  7996   0.286751E-02   0.212974E-04  -0.244370E-04   0.242936E+04   0.787570E-01
  7997   0.286747E-02   0.212148E-04  -0.241992E-04   0.242861E+04   0.787263E-01
  7998   0.286743E-02   0.211322E-04  -0.239614E-04   0.242787E+04   0.786957E-01
  7999   0.286739E-02   0.210495E-04  -0.237235E-04   0.242713E+04   0.786650E-01
  8000   0.286735E-02   0.209669E-04  -0.234856E-04   0.242639E+04   0.786344E-01
  8001   0.286731E-02   0.208843E-04  -0.232477E-04   0.242565E+04   0.786038E-01
  8002   0.286727E-02   0.208017E-04  -0.230098E-04   0.242491E+04   0.785733E-01
  8003   0.286724E-02   0.207192E-04  -0.227719E-04   0.242417E+04   0.785427E-01
  8004   0.286721E-02   0.206366E-04  -0.225339E-04   0.242343E+04   0.785122E-01
  8005   0.286718E-02   0.205540E-04  -0.222960E-04   0.242269E+04   0.784817E-01
  8006   0.286715E-02   0.204715E-04  -0.220580E-04   0.242195E+04   0.784511E-01
  8007   0.286712E-02   0.203889E-04  -0.218200E-04   0.242121E+04   0.784207E-01
  8008   0.286709E-02   0.203064E-04  -0.215820E-04   0.242047E+04   0.783902E-01
  8009   0.286707E-02   0.202238E-04  -0.213440E-04   0.241973E+04   0.783597E-01
  8010   0.286704E-02   0.201413E-04  -0.211060E-04   0.241899E+04   0.783293E-01
  8011   0.286702E-02   0.200588E-04  -0.208680E-04   0.241826E+04   0.782989E-01
  8012   0.286700E-02   0.199763E-04  -0.206299E-04   0.241752E+04   0.782685E-01
  8013   0.286698E-02   0.198938E-04  -0.203919E-04   0.241678E+04   0.782381E-01
  8014   0.286696E-02   0.198113E-04  -0.201539E-04   0.241605E+04   0.782077E-01
  8015   0.286695E-02   0.197289E-04  -0.199159E-04   0.241531E+04   0.781774E-01
  8016   0.286693E-02   0.196464E-04  -0.196778E-04   0.241457E+04   0.781471E-01
  8017   0.286692E-02   0.195640E-04  -0.194398E-04   0.241384E+04   0.781168E-01
  8018   0.286690E-02   0.194816E-04  -0.192018E-04   0.241310E+04   0.780865E-01
  8019   0.286689E-02   0.193992E-04  -0.189638E-04   0.241237E+04   0.780562E-01
  8020   0.286688E-02   0.193168E-04  -0.187258E-04   0.241163E+04   0.780259E-01
  8021   0.286687E-02   0.192344E-04  -0.184878E-04   0.241090E+04   0.779957E-01
  8022   0.286687E-02   0.191520E-04  -0.182498E-04   0.241016E+04   0.779655E-01
  8023   0.286686E-02   0.190697E-04  -0.180119E-04   0.240943E+04   0.779352E-01
  8024   0.286686E-02   0.189874E-04  -0.177739E-04   0.240869E+04   0.779050E-01
  8025   0.286685E-02   0.189051E-04  -0.175360E-04   0.240796E+04   0.778749E-01
  8026   0.286685E-02   0.188228E-04  -0.172981E-04   0.240723E+04   0.778447E-01
  8027   0.286685E-02   0.187405E-04  -0.170602E-04   0.240649E+04   0.778146E-01
  8028   0.286685E-02   0.186582E-04  -0.168223E-04   0.240576E+04   0.777844E-01
  8029   0.286685E-02   0.185760E-04  -0.165845E-04   0.240503E+04   0.777543E-01
  8030   0.286685E-02   0.184938E-04  -0.163466E-04   0.240430E+04   0.777242E-01
  8031   0.286686E-02   0.184116E-04  -0.161088E-04   0.240356E+04   0.776942E-01
  8032   0.286686E-02   0.183294E-04  -0.158710E-04   0.240283E+04   0.776641E-01
  8033   0.286687E-02   0.182472E-04  -0.156333E-04   0.240210E+04   0.776341E-01
  8034   0.286688E-02   0.181651E-04  -0.153956E-04   0.240137E+04   0.776040E-01
  8035   0.286688E-02   0.180830E-04  -0.151579E-04   0.240064E+04   0.775740E-01
  8036   0.286689E-02   0.180009E-04  -0.149202E-04   0.239991E+04   0.775440E-01
  8037   0.286690E-02   0.179188E-04  -0.146826E-04   0.239918E+04   0.775141E-01
  8038   0.286692E-02   0.178367E-04  -0.144450E-04   0.239845E+04   0.774841E-01
  8039   0.286693E-02   0.177547E-04  -0.142075E-04   0.239772E+04   0.774542E-01
  8040   0.286694E-02   0.176727E-04  -0.139699E-04   0.239699E+04   0.774242E-01
  8041   0.286696E-02   0.175907E-04  -0.137325E-04   0.239626E+04   0.773943E-01
  8042   0.286697E-02   0.175088E-04  -0.134950E-04   0.239553E+04   0.773644E-01
  8043   0.286699E-02   0.174268E-04  -0.132576E-04   0.239481E+04   0.773346E-01
  8044   0.286701E-02   0.173449E-04  -0.130203E-04   0.239408E+04   0.773047E-01
  8045   0.286703E-02   0.172630E-04  -0.127830E-04   0.239335E+04   0.772749E-01
  8046   0.286705E-02   0.171812E-04  -0.125458E-04   0.239262E+04   0.772450E-01
  8047   0.286707E-02   0.170993E-04  -0.123086E-04   0.239190E+04   0.772152E-01
  8048   0.286709E-02   0.170175E-04  -0.120714E-04   0.239117E+04   0.771854E-01
  8049   0.286711E-02   0.169357E-04  -0.118343E-04   0.239044E+04   0.771557E-01
  8050   0.286713E-02   0.168540E-04  -0.115973E-04   0.238972E+04   0.771259E-01
  8051   0.286716E-02   0.167723E-04  -0.113603E-04   0.238899E+04   0.770962E-01
