#    L    TT             EE             TE             PP             TP          
  8113   0.283797E-02   0.117780E-04   0.316412E-05   0.234456E+04   0.753233E-01
  8114   0.283804E-02   0.116988E-04   0.339460E-05   0.234385E+04   0.752946E-01
  8115   0.283810E-02   0.116198E-04   0.362493E-05   0.234314E+04   0.752658E-01
  8116   0.283817E-02   0.115408E-04   0.385511E-05   0.234244E+04   0.752370E-01
  8117   0.283824E-02   0.114619E-04   0.408514E-05   0.234173E+04   0.752083E-01
  8118   0.283831E-02   0.113830E-04   0.431501E-05   0.234102E+04   0.751796E-01
  8119   0.283838E-02   0.113042E-04   0.454472E-05   0.234032E+04   0.751508E-01
  8120   0.283845E-02   0.112254E-04   0.477427E-05   0.233961E+04   0.751221E-01
  8121   0.283851E-02   0.111467E-04   0.500366E-05   0.233890E+04   0.750935E-01
  8122   0.283858E-02   0.110680E-04   0.523289E-05   0.233820E+04   0.750648E-01
  8123   0.283865E-02   0.109894E-04   0.546196E-05   0.233749E+04   0.750361E-01
  8124   0.283872E-02   0.109109E-04   0.569086E-05   0.233679E+04   0.750075E-01
  8125   0.283879E-02   0.108324E-04   0.591959E-05   0.233608E+04   0.749789E-01
  8126   0.283886E-02   0.107540E-04   0.614816E-05   0.233538E+04   0.749502E-01
  8127   0.283892E-02   0.106757E-04   0.637655E-05   0.233468E+04   0.749216E-01
  8128   0.283899E-02   0.105974E-04   0.660478E-05   0.233397E+04   0.748931E-01
  8129   0.283906E-02   0.105191E-04   0.683283E-05   0.233327E+04   0.748645E-01
  8130   0.283913E-02   0.104410E-04   0.706071E-05   0.233257E+04   0.748359E-01
  8131   0.283919E-02   0.103629E-04   0.728841E-05   0.233186E+04   0.748074E-01
  8132   0.283926E-02   0.102848E-04   0.751594E-05   0.233116E+04   0.747789E-01
  8133   0.283933E-02   0.102068E-04   0.774328E-05   0.233046E+04   0.747503E-01
  8134   0.283940E-02   0.101289E-04   0.797045E-05   0.232976E+04   0.747218E-01
  8135   0.283946E-02   0.100511E-04   0.819743E-05   0.232905E+04   0.746933E-01
  8136   0.283953E-02   0.997328E-05   0.842424E-05   0.232835E+04   0.746649E-01
  8137   0.283960E-02   0.989555E-05   0.865085E-05   0.232765E+04   0.746364E-01
  8138   0.283967E-02   0.981789E-05   0.887728E-05   0.232695E+04   0.746080E-01
  8139   0.283973E-02   0.974029E-05   0.910353E-05   0.232625E+04   0.745795E-01
  8140   0.283980E-02   0.966276E-05   0.932958E-05   0.232555E+04   0.745511E-01
  8141   0.283986E-02   0.958530E-05   0.955544E-05   0.232485E+04   0.745227E-01
  8142   0.283993E-02   0.950790E-05   0.978111E-05   0.232415E+04   0.744943E-01
  8143   0.283999E-02   0.943057E-05   0.100066E-04   0.232345E+04   0.744659E-01
  8144   0.284006E-02   0.935331E-05   0.102319E-04   0.232275E+04   0.744376E-01
  8145   0.284012E-02   0.927612E-05   0.104570E-04   0.232205E+04   0.744092E-01
  8146   0.284019E-02   0.919899E-05   0.106818E-04   0.232135E+04   0.743809E-01
  8147   0.284025E-02   0.912193E-05   0.109065E-04   0.232065E+04   0.743525E-01
  8148   0.284032E-02   0.904495E-05   0.111310E-04   0.231996E+04   0.743242E-01
  8149   0.284038E-02   0.896803E-05   0.113553E-04   0.231926E+04   0.742959E-01
  8150   0.284044E-02   0.889118E-05   0.115794E-04   0.231856E+04   0.742676E-01
  8151   0.284051E-02   0.881440E-05   0.118032E-04   0.231786E+04   0.742394E-01
  8152   0.284057E-02   0.873770E-05   0.120269E-04   0.231717E+04   0.742111E-01
  8153   0.284063E-02   0.866106E-05   0.122504E-04   0.231647E+04   0.741829E-01
  8154   0.284069E-02   0.858450E-05   0.124736E-04   0.231577E+04   0.741546E-01
  8155   0.284075E-02   0.850801E-05   0.126966E-04   0.231508E+04   0.741264E-01
  8156   0.284081E-02   0.843159E-05   0.129195E-04   0.231438E+04   0.740982E-01
  8157   0.284088E-02   0.835525E-05   0.131421E-04   0.231368E+04   0.740700E-01
  8158   0.284094E-02   0.827898E-05   0.133645E-04   0.231299E+04   0.740418E-01
  8159   0.284099E-02   0.820278E-05   0.135866E-04   0.231229E+04   0.740137E-01
  8160   0.284105E-02   0.812666E-05   0.138086E-04   0.231160E+04   0.739855E-01
  8161   0.284111E-02   0.805061E-05   0.140303E-04   0.231090E+04   0.739574E-01
  8162   0.284117E-02   0.797464E-05   0.142518E-04   0.231021E+04   0.739292E-01
  8163   0.284123E-02   0.789874E-05   0.144731E-04   0.230952E+04   0.739011E-01
  8164   0.284128E-02   0.782292E-05   0.146942E-04   0.230882E+04   0.738730E-01
  8165   0.284134E-02   0.774717E-05   0.149150E-04   0.230813E+04   0.738449E-01
  8166   0.284140E-02   0.767151E-05   0.151356E-04   0.230743E+04   0.738169E-01
  8167   0.284145E-02   0.759592E-05   0.153560E-04   0.230674E+04   0.737888E-01
  8168   0.284151E-02   0.752040E-05   0.155761E-04   0.230605E+04   0.737608E-01
  8169   0.284156E-02   0.744497E-05   0.157960E-04   0.230536E+04   0.737327E-01
  8170   0.284161E-02   0.736961E-05   0.160157E-04   0.230466E+04   0.737047E-01
  8171   0.284167E-02   0.729434E-05   0.162351E-04   0.230397E+04   0.736767E-01
  8172   0.284172E-02   0.721914E-05   0.164543E-04   0.230328E+04   0.736487E-01
  8173   0.284177E-02   0.714403E-05   0.166733E-04   0.230259E+04   0.736207E-01
  8174   0.284182E-02   0.706899E-05   0.168920E-04   0.230190E+04   0.735927E-01
  8175   0.284187E-02   0.699403E-05   0.171105E-04   0.230121E+04   0.735648E-01
  8176   0.284192E-02   0.691916E-05   0.173287E-04   0.230052E+04   0.735368E-01
  8177   0.284197E-02   0.684437E-05   0.175467E-04   0.229983E+04   0.735089E-01
  8178   0.284202E-02   0.676966E-05   0.177645E-04   0.229914E+04   0.734810E-01
  8179   0.284206E-02   0.669503E-05   0.179820E-04   0.229845E+04   0.734530E-01
  8180   0.284211E-02   0.662048E-05   0.181992E-04   0.229776E+04   0.734251E-01
  8181   0.284216E-02   0.654602E-05   0.184162E-04   0.229707E+04   0.733973E-01
  8182   0.284220E-02   0.647164E-05   0.186329E-04   0.229638E+04   0.733694E-01
  8183   0.284225E-02   0.639735E-05   0.188494E-04   0.229569E+04   0.733415E-01
  8184   0.284229E-02   0.632314E-05   0.190657E-04   0.229500E+04   0.733137E-01
  8185   0.284233E-02   0.624902E-05   0.192816E-04   0.229431E+04   0.732858E-01
  8186   0.284237E-02   0.617498E-05   0.194974E-04   0.229363E+04   0.732580E-01
  8187   0.284241E-02   0.610103E-05   0.197128E-04   0.229294E+04   0.732302E-01
  8188   0.284245E-02   0.602716E-05   0.199280E-04   0.229225E+04   0.732024E-01
  8189   0.284249E-02   0.595338E-05   0.201429E-04   0.229156E+04   0.731746E-01
  8190   0.284253E-02   0.587969E-05   0.203576E-04   0.229088E+04   0.731468E-01
  8191   0.284257E-02   0.580609E-05   0.205720E-04   0.229019E+04   0.731191E-01
  8192   0.284261E-02   0.573257E-05   0.207862E-04   0.228950E+04   0.730913E-01
  8193   0.284264E-02   0.565914E-05   0.210000E-04   0.228882E+04   0.730636E-01
  8194   0.284268E-02   0.558580E-05   0.212136E-04   0.228813E+04   0.730359E-01
  8195   0.284271E-02   0.551255E-05   0.214269E-04   0.228745E+04   0.730081E-01
  8196   0.284274E-02   0.543939E-05   0.216400E-04   0.228676E+04   0.729804E-01
  8197   0.284278E-02   0.536632E-05   0.218528E-04   0.228608E+04   0.729528E-01
  8198   0.284281E-02   0.529334E-05   0.220653E-04   0.228539E+04   0.729251E-01
  8199   0.284284E-02   0.522045E-05   0.222775E-04   0.228471E+04   0.728974E-01
  8200   0.284287E-02   0.514766E-05   0.224894E-04   0.228402E+04   0.728698E-01
  8201   0.284289E-02   0.507495E-05   0.227011E-04   0.228334E+04   0.728421E-01
  8202   0.284292E-02   0.500234E-05   0.229124E-04   0.228265E+04   0.728145E-01
  8203   0.284295E-02   0.492982E-05   0.231235E-04   0.228197E+04   0.727869E-01
  8204   0.284297E-02   0.485739E-05   0.233343E-04   0.228129E+04   0.727593E-01
  8205   0.284300E-02   0.478506E-05   0.235449E-04   0.228060E+04   0.727317E-01
  8206   0.284302E-02   0.471282E-05   0.237551E-04   0.227992E+04   0.727041E-01
  8207   0.284304E-02   0.464068E-05   0.239650E-04   0.227924E+04   0.726765E-01
  8208   0.284306E-02   0.456863E-05   0.241747E-04   0.227856E+04   0.726489E-01
  8209   0.284308E-02   0.449667E-05   0.243840E-04   0.227788E+04   0.726214E-01
  8210   0.284310E-02   0.442481E-05   0.245931E-04   0.227719E+04   0.725939E-01
  8211   0.284312E-02   0.435305E-05   0.248019E-04   0.227651E+04   0.725663E-01
  8212   0.284313E-02   0.428139E-05   0.250103E-04   0.227583E+04   0.725388E-01
  8213   0.284315E-02   0.420982E-05   0.252185E-04   0.227515E+04   0.725113E-01
  8214   0.284316E-02   0.413835E-05   0.254263E-04   0.227447E+04   0.724838E-01
  8215   0.284317E-02   0.406697E-05   0.256339E-04   0.227379E+04   0.724563E-01
  8216   0.284318E-02   0.399570E-05   0.258412E-04   0.227311E+04   0.724289E-01
  8217   0.284319E-02   0.392452E-05   0.260481E-04   0.227243E+04   0.724014E-01
  8218   0.284320E-02   0.385344E-05   0.262548E-04   0.227175E+04   0.723740E-01
  8219   0.284321E-02   0.378246E-05   0.264611E-04   0.227107E+04   0.723465E-01
  8220   0.284322E-02   0.371159E-05   0.266671E-04   0.227039E+04   0.723191E-01
  8221   0.284322E-02   0.364081E-05   0.268729E-04   0.226971E+04   0.722917E-01
  8222   0.284323E-02   0.357013E-05   0.270783E-04   0.226903E+04   0.722643E-01
  8223   0.284323E-02   0.349956E-05   0.272833E-04   0.226836E+04   0.722369E-01
  8224   0.284323E-02   0.342908E-05   0.274881E-04   0.226768E+04   0.722095E-01
  8225   0.284323E-02   0.335871E-05   0.276926E-04   0.226700E+04   0.721822E-01
  8226   0.284323E-02   0.328844E-05   0.278967E-04   0.226632E+04   0.721548E-01
  8227   0.284323E-02   0.321827E-05   0.281005E-04   0.226565E+04   0.721275E-01
  8228   0.284322E-02   0.314821E-05   0.283040E-04   0.226497E+04   0.721001E-01
  8229   0.284322E-02   0.307825E-05   0.285072E-04   0.226429E+04   0.720728E-01
  8230   0.284321E-02   0.300840E-05   0.287100E-04   0.226362E+04   0.720455E-01
  8231   0.284320E-02   0.293865E-05   0.289126E-04   0.226294E+04   0.720182E-01
  8232   0.284319E-02   0.286900E-05   0.291148E-04   0.226226E+04   0.719909E-01
  8233   0.284318E-02   0.279946E-05   0.293166E-04   0.226159E+04   0.719636E-01
  8234   0.284317E-02   0.273003E-05   0.295182E-04   0.226091E+04   0.719364E-01
  8235   0.284315E-02   0.266070E-05   0.297194E-04   0.226024E+04   0.719091E-01
  8236   0.284314E-02   0.259148E-05   0.299202E-04   0.225956E+04   0.718819E-01
  8237   0.284312E-02   0.252237E-05   0.301208E-04   0.225889E+04   0.718546E-01
  8238   0.284310E-02   0.245336E-05   0.303209E-04   0.225821E+04   0.718274E-01
  8239   0.284308E-02   0.238447E-05   0.305208E-04   0.225754E+04   0.718002E-01
  8240   0.284306E-02   0.231568E-05   0.307203E-04   0.225686E+04   0.717730E-01
  8241   0.284304E-02   0.224700E-05   0.309195E-04   0.225619E+04   0.717458E-01
  8242   0.284301E-02   0.217843E-05   0.311183E-04   0.225552E+04   0.717186E-01
  8243   0.284299E-02   0.210997E-05   0.313168E-04   0.225484E+04   0.716915E-01
  8244   0.284296E-02   0.204162E-05   0.315149E-04   0.225417E+04   0.716643E-01
  8245   0.284293E-02   0.197338E-05   0.317127E-04   0.225350E+04   0.716372E-01
  8246   0.284290E-02   0.190525E-05   0.319102E-04   0.225283E+04   0.716100E-01
  8247   0.284287E-02   0.183723E-05   0.321073E-04   0.225215E+04   0.715829E-01
  8248   0.284283E-02   0.176932E-05   0.323040E-04   0.225148E+04   0.715558E-01
  8249   0.284280E-02   0.170153E-05   0.325004E-04   0.225081E+04   0.715287E-01
  8250   0.284276E-02   0.163385E-05   0.326964E-04   0.225014E+04   0.715016E-01
  8251   0.284272E-02   0.156628E-05   0.328921E-04   0.224947E+04   0.714745E-01
  8252   0.284268E-02   0.149883E-05   0.330874E-04   0.224880E+04   0.714474E-01
  8253   0.284264E-02   0.143149E-05   0.332824E-04   0.224813E+04   0.714203E-01
  8254   0.284260E-02   0.136426E-05   0.334770E-04   0.224746E+04   0.713933E-01
  8255   0.284255E-02   0.129714E-05   0.336713E-04   0.224679E+04   0.713662E-01
  8256   0.284250E-02   0.123014E-05   0.338651E-04   0.224612E+04   0.713392E-01
  8257   0.284245E-02   0.116325E-05   0.340587E-04   0.224545E+04   0.713122E-01
  8258   0.284240E-02   0.109648E-05   0.342519E-04   0.224478E+04   0.712852E-01
  8259   0.284235E-02   0.102981E-05   0.344447E-04   0.224411E+04   0.712582E-01
  8260   0.284230E-02   0.963260E-06   0.346372E-04   0.224344E+04   0.712312E-01
  8261   0.284224E-02   0.896821E-06   0.348293E-04   0.224277E+04   0.712042E-01
  8262   0.284219E-02   0.830494E-06   0.350211E-04   0.224210E+04   0.711772E-01
  8263   0.284213E-02   0.764280E-06   0.352125E-04   0.224143E+04   0.711503E-01
  8264   0.284207E-02   0.698178E-06   0.354035E-04   0.224077E+04   0.711233E-01
  8265   0.284201E-02   0.632188E-06   0.355943E-04   0.224010E+04   0.710964E-01
  8266   0.284194E-02   0.566311E-06   0.357846E-04   0.223943E+04   0.710695E-01
  8267   0.284188E-02   0.500545E-06   0.359746E-04   0.223876E+04   0.710425E-01
  8268   0.284181E-02   0.434891E-06   0.361643E-04   0.223810E+04   0.710156E-01
  8269   0.284174E-02   0.369350E-06   0.363536E-04   0.223743E+04   0.709887E-01
  8270   0.284167E-02   0.303920E-06   0.365425E-04   0.223676E+04   0.709618E-01
  8271   0.284160E-02   0.238602E-06   0.367311E-04   0.223610E+04   0.709350E-01
  8272   0.284153E-02   0.173396E-06   0.369193E-04   0.223543E+04   0.709081E-01
  8273   0.284145E-02   0.108301E-06   0.371072E-04   0.223477E+04   0.708812E-01
  8274   0.284137E-02   0.433181E-07   0.372948E-04   0.223410E+04   0.708544E-01
  8275   0.284130E-02  -0.215533E-07   0.374819E-04   0.223344E+04   0.708276E-01
  8276   0.284122E-02  -0.863134E-07   0.376688E-04   0.223277E+04   0.708007E-01
  8277   0.284114E-02  -0.150962E-06   0.378553E-04   0.223211E+04   0.707739E-01
  8278   0.284105E-02  -0.215499E-06   0.380414E-04   0.223144E+04   0.707471E-01
  8279   0.284097E-02  -0.279925E-06   0.382272E-04   0.223078E+04   0.707203E-01
  8280   0.284088E-02  -0.344240E-06   0.384126E-04   0.223011E+04   0.706935E-01
  8281   0.284079E-02  -0.408444E-06   0.385977E-04   0.222945E+04   0.706668E-01
  8282   0.284070E-02  -0.472537E-06   0.387824E-04   0.222879E+04   0.706400E-01
  8283   0.284061E-02  -0.536519E-06   0.389668E-04   0.222812E+04   0.706132E-01
  8284   0.284052E-02  -0.600390E-06   0.391508E-04   0.222746E+04   0.705865E-01
  8285   0.284043E-02  -0.664150E-06   0.393345E-04   0.222680E+04   0.705598E-01
  8286   0.284033E-02  -0.727799E-06   0.395179E-04   0.222614E+04   0.705330E-01
  8287   0.284023E-02  -0.791338E-06   0.397008E-04   0.222547E+04   0.705063E-01
  8288   0.284013E-02  -0.854766E-06   0.398835E-04   0.222481E+04   0.704796E-01
  8289   0.284003E-02  -0.918083E-06   0.400658E-04   0.222415E+04   0.704529E-01
  8290   0.283993E-02  -0.981290E-06   0.402477E-04   0.222349E+04   0.704262E-01
  8291   0.283983E-02  -0.104439E-05   0.404293E-04   0.222283E+04   0.703996E-01
  8292   0.283972E-02  -0.110737E-05   0.406106E-04   0.222217E+04   0.703729E-01
  8293   0.283961E-02  -0.117025E-05   0.407915E-04   0.222151E+04   0.703463E-01
  8294   0.283950E-02  -0.123302E-05   0.409720E-04   0.222085E+04   0.703196E-01
  8295   0.283939E-02  -0.129567E-05   0.411522E-04   0.222019E+04   0.702930E-01
  8296   0.283928E-02  -0.135822E-05   0.413321E-04   0.221953E+04   0.702664E-01
  8297   0.283917E-02  -0.142065E-05   0.415116E-04   0.221887E+04   0.702398E-01
  8298   0.283905E-02  -0.148298E-05   0.416908E-04   0.221821E+04   0.702132E-01
  8299   0.283894E-02  -0.154519E-05   0.418696E-04   0.221755E+04   0.701866E-01
  8300   0.283882E-02  -0.160730E-05   0.420481E-04   0.221689E+04   0.701600E-01
  8301   0.283870E-02  -0.166930E-05   0.422262E-04   0.221623E+04   0.701334E-01
  8302   0.283858E-02  -0.173118E-05   0.424040E-04   0.221557E+04   0.701069E-01
  8303   0.283845E-02  -0.179296E-05   0.425814E-04   0.221491E+04   0.700803E-01
  8304   0.283833E-02  -0.185463E-05   0.427585E-04   0.221425E+04   0.700538E-01
  8305   0.283820E-02  -0.191619E-05   0.429353E-04   0.221360E+04   0.700273E-01
  8306   0.283807E-02  -0.197764E-05   0.431117E-04   0.221294E+04   0.700008E-01
  8307   0.283794E-02  -0.203897E-05   0.432878E-04   0.221228E+04   0.699742E-01
  8308   0.283781E-02  -0.210021E-05   0.434635E-04   0.221163E+04   0.699478E-01
  8309   0.283768E-02  -0.216133E-05   0.436389E-04   0.221097E+04   0.699213E-01
  8310   0.283755E-02  -0.222234E-05   0.438139E-04   0.221031E+04   0.698948E-01
  8311   0.283741E-02  -0.228324E-05   0.439886E-04   0.220966E+04   0.698683E-01
  8312   0.283727E-02  -0.234404E-05   0.441629E-04   0.220900E+04   0.698419E-01
  8313   0.283713E-02  -0.240472E-05   0.443369E-04   0.220834E+04   0.698154E-01
  8314   0.283699E-02  -0.246530E-05   0.445106E-04   0.220769E+04   0.697890E-01
  8315   0.283685E-02  -0.252577E-05   0.446839E-04   0.220703E+04   0.697626E-01
  8316   0.283671E-02  -0.258612E-05   0.448569E-04   0.220638E+04   0.697362E-01
  8317   0.283656E-02  -0.264638E-05   0.450295E-04   0.220572E+04   0.697097E-01
  8318   0.283642E-02  -0.270652E-05   0.452018E-04   0.220507E+04   0.696834E-01
  8319   0.283627E-02  -0.276655E-05   0.453738E-04   0.220441E+04   0.696570E-01
  8320   0.283612E-02  -0.282648E-05   0.455454E-04   0.220376E+04   0.696306E-01
  8321   0.283597E-02  -0.288629E-05   0.457167E-04   0.220311E+04   0.696042E-01
  8322   0.283581E-02  -0.294600E-05   0.458876E-04   0.220245E+04   0.695779E-01
  8323   0.283566E-02  -0.300560E-05   0.460582E-04   0.220180E+04   0.695515E-01
  8324   0.283550E-02  -0.306509E-05   0.462285E-04   0.220115E+04   0.695252E-01
  8325   0.283534E-02  -0.312448E-05   0.463984E-04   0.220049E+04   0.694989E-01
  8326   0.283518E-02  -0.318376E-05   0.465679E-04   0.219984E+04   0.694726E-01
  8327   0.283502E-02  -0.324292E-05   0.467372E-04   0.219919E+04   0.694463E-01
  8328   0.283486E-02  -0.330198E-05   0.469061E-04   0.219854E+04   0.694200E-01
  8329   0.283470E-02  -0.336094E-05   0.470746E-04   0.219789E+04   0.693937E-01
  8330   0.283453E-02  -0.341978E-05   0.472428E-04   0.219723E+04   0.693674E-01
  8331   0.283436E-02  -0.347852E-05   0.474107E-04   0.219658E+04   0.693412E-01
  8332   0.283420E-02  -0.353715E-05   0.475782E-04   0.219593E+04   0.693149E-01
  8333   0.283403E-02  -0.359567E-05   0.477454E-04   0.219528E+04   0.692887E-01
  8334   0.283385E-02  -0.365409E-05   0.479123E-04   0.219463E+04   0.692625E-01
  8335   0.283368E-02  -0.371240E-05   0.480788E-04   0.219398E+04   0.692362E-01
  8336   0.283351E-02  -0.377060E-05   0.482450E-04   0.219333E+04   0.692100E-01
  8337   0.283333E-02  -0.382869E-05   0.484109E-04   0.219268E+04   0.691838E-01
  8338   0.283315E-02  -0.388668E-05   0.485764E-04   0.219203E+04   0.691576E-01
  8339   0.283297E-02  -0.394456E-05   0.487415E-04   0.219138E+04   0.691315E-01
  8340   0.283279E-02  -0.400233E-05   0.489064E-04   0.219073E+04   0.691053E-01
  8341   0.283261E-02  -0.405999E-05   0.490709E-04   0.219008E+04   0.690791E-01
  8342   0.283242E-02  -0.411755E-05   0.492350E-04   0.218943E+04   0.690530E-01
  8343   0.283224E-02  -0.417500E-05   0.493989E-04   0.218879E+04   0.690268E-01
  8344   0.283205E-02  -0.423235E-05   0.495624E-04   0.218814E+04   0.690007E-01
  8345   0.283186E-02  -0.428959E-05   0.497255E-04   0.218749E+04   0.689746E-01
  8346   0.283167E-02  -0.434672E-05   0.498883E-04   0.218684E+04   0.689485E-01
  8347   0.283148E-02  -0.440374E-05   0.500508E-04   0.218620E+04   0.689224E-01
  8348   0.283129E-02  -0.446066E-05   0.502130E-04   0.218555E+04   0.688963E-01
  8349   0.283109E-02  -0.451748E-05   0.503748E-04   0.218490E+04   0.688702E-01
  8350   0.283090E-02  -0.457418E-05   0.505363E-04   0.218425E+04   0.688442E-01
  8351   0.283070E-02  -0.463078E-05   0.506974E-04   0.218361E+04   0.688181E-01
  8352   0.283050E-02  -0.468728E-05   0.508582E-04   0.218296E+04   0.687921E-01
  8353   0.283030E-02  -0.474366E-05   0.510187E-04   0.218232E+04   0.687660E-01
  8354   0.283009E-02  -0.479994E-05   0.511789E-04   0.218167E+04   0.687400E-01
  8355   0.282989E-02  -0.485612E-05   0.513387E-04   0.218102E+04   0.687140E-01
  8356   0.282968E-02  -0.491219E-05   0.514982E-04   0.218038E+04   0.686880E-01
  8357   0.282948E-02  -0.496815E-05   0.516573E-04   0.217973E+04   0.686620E-01
  8358   0.282927E-02  -0.502401E-05   0.518161E-04   0.217909E+04   0.686360E-01
  8359   0.282906E-02  -0.507977E-05   0.519746E-04   0.217845E+04   0.686100E-01
  8360   0.282885E-02  -0.513541E-05   0.521328E-04   0.217780E+04   0.685841E-01
  8361   0.282863E-02  -0.519095E-05   0.522906E-04   0.217716E+04   0.685581E-01
  8362   0.282842E-02  -0.524639E-05   0.524481E-04   0.217651E+04   0.685321E-01
  8363   0.282820E-02  -0.530172E-05   0.526052E-04   0.217587E+04   0.685062E-01
  8364   0.282798E-02  -0.535695E-05   0.527621E-04   0.217523E+04   0.684803E-01
  8365   0.282777E-02  -0.541207E-05   0.529186E-04   0.217458E+04   0.684544E-01
  8366   0.282754E-02  -0.546708E-05   0.530747E-04   0.217394E+04   0.684285E-01
  8367   0.282732E-02  -0.552199E-05   0.532305E-04   0.217330E+04   0.684026E-01
  8368   0.282710E-02  -0.557680E-05   0.533860E-04   0.217266E+04   0.683767E-01
  8369   0.282687E-02  -0.563150E-05   0.535412E-04   0.217201E+04   0.683508E-01
  8370   0.282665E-02  -0.568609E-05   0.536961E-04   0.217137E+04   0.683250E-01
  8371   0.282642E-02  -0.574058E-05   0.538506E-04   0.217073E+04   0.682991E-01
  8372   0.282619E-02  -0.579497E-05   0.540048E-04   0.217009E+04   0.682733E-01
  8373   0.282596E-02  -0.584925E-05   0.541586E-04   0.216945E+04   0.682474E-01
  8374   0.282572E-02  -0.590342E-05   0.543121E-04   0.216881E+04   0.682216E-01
  8375   0.282549E-02  -0.595750E-05   0.544653E-04   0.216817E+04   0.681958E-01
  8376   0.282525E-02  -0.601146E-05   0.546182E-04   0.216753E+04   0.681700E-01
  8377   0.282502E-02  -0.606533E-05   0.547707E-04   0.216689E+04   0.681442E-01
  8378   0.282478E-02  -0.611908E-05   0.549229E-04   0.216625E+04   0.681184E-01
  8379   0.282454E-02  -0.617274E-05   0.550748E-04   0.216561E+04   0.680926E-01
  8380   0.282430E-02  -0.622629E-05   0.552264E-04   0.216497E+04   0.680669E-01
  8381   0.282405E-02  -0.627973E-05   0.553776E-04   0.216433E+04   0.680411E-01
  8382   0.282381E-02  -0.633308E-05   0.555285E-04   0.216369E+04   0.680154E-01
  8383   0.282356E-02  -0.638631E-05   0.556791E-04   0.216305E+04   0.679896E-01
  8384   0.282331E-02  -0.643945E-05   0.558293E-04   0.216241E+04   0.679639E-01
  8385   0.282306E-02  -0.649248E-05   0.559792E-04   0.216177E+04   0.679382E-01
  8386   0.282281E-02  -0.654540E-05   0.561288E-04   0.216114E+04   0.679125E-01
  8387   0.282256E-02  -0.659823E-05   0.562781E-04   0.216050E+04   0.678868E-01
  8388   0.282231E-02  -0.665095E-05   0.564270E-04   0.215986E+04   0.678611E-01
  8389   0.282205E-02  -0.670356E-05   0.565757E-04   0.215922E+04   0.678354E-01
  8390   0.282180E-02  -0.675607E-05   0.567240E-04   0.215859E+04   0.678098E-01
  8391   0.282154E-02  -0.680848E-05   0.568719E-04   0.215795E+04   0.677841E-01
  8392   0.282128E-02  -0.686079E-05   0.570196E-04   0.215731E+04   0.677585E-01
  8393   0.282102E-02  -0.691299E-05   0.571669E-04   0.215668E+04   0.677328E-01
  8394   0.282075E-02  -0.696509E-05   0.573139E-04   0.215604E+04   0.677072E-01
  8395   0.282049E-02  -0.701708E-05   0.574605E-04   0.215540E+04   0.676816E-01
  8396   0.282022E-02  -0.706897E-05   0.576069E-04   0.215477E+04   0.676560E-01
  8397   0.281996E-02  -0.712076E-05   0.577529E-04   0.215413E+04   0.676304E-01
  8398   0.281969E-02  -0.717245E-05   0.578986E-04   0.215350E+04   0.676048E-01
  8399   0.281942E-02  -0.722403E-05   0.580440E-04   0.215286E+04   0.675793E-01
  8400   0.281915E-02  -0.727551E-05   0.581890E-04   0.215223E+04   0.675537E-01
  8401   0.281887E-02  -0.732689E-05   0.583337E-04   0.215159E+04   0.675281E-01
  8402   0.281860E-02  -0.737817E-05   0.584781E-04   0.215096E+04   0.675026E-01
  8403   0.281832E-02  -0.742934E-05   0.586222E-04   0.215033E+04   0.674771E-01
  8404   0.281805E-02  -0.748041E-05   0.587660E-04   0.214969E+04   0.674515E-01
  8405   0.281777E-02  -0.753138E-05   0.589094E-04   0.214906E+04   0.674260E-01
  8406   0.281749E-02  -0.758224E-05   0.590525E-04   0.214843E+04   0.674005E-01
  8407   0.281721E-02  -0.763301E-05   0.591953E-04   0.214779E+04   0.673750E-01
  8408   0.281692E-02  -0.768367E-05   0.593378E-04   0.214716E+04   0.673496E-01
  8409   0.281664E-02  -0.773423E-05   0.594799E-04   0.214653E+04   0.673241E-01
  8410   0.281635E-02  -0.778468E-05   0.596218E-04   0.214590E+04   0.672986E-01
  8411   0.281606E-02  -0.783504E-05   0.597633E-04   0.214526E+04   0.672732E-01
  8412   0.281578E-02  -0.788529E-05   0.599044E-04   0.214463E+04   0.672477E-01
  8413   0.281548E-02  -0.793544E-05   0.600453E-04   0.214400E+04   0.672223E-01
  8414   0.281519E-02  -0.798549E-05   0.601859E-04   0.214337E+04   0.671969E-01
  8415   0.281490E-02  -0.803544E-05   0.603261E-04   0.214274E+04   0.671715E-01
  8416   0.281460E-02  -0.808528E-05   0.604660E-04   0.214211E+04   0.671461E-01
  8417   0.281431E-02  -0.813503E-05   0.606056E-04   0.214148E+04   0.671207E-01
  8418   0.281401E-02  -0.818467E-05   0.607448E-04   0.214085E+04   0.670953E-01
  8419   0.281371E-02  -0.823421E-05   0.608838E-04   0.214022E+04   0.670699E-01
  8420   0.281341E-02  -0.828365E-05   0.610224E-04   0.213959E+04   0.670445E-01
  8421   0.281311E-02  -0.833299E-05   0.611607E-04   0.213896E+04   0.670192E-01
  8422   0.281281E-02  -0.838222E-05   0.612987E-04   0.213833E+04   0.669938E-01
  8423   0.281250E-02  -0.843136E-05   0.614364E-04   0.213770E+04   0.669685E-01
  8424   0.281219E-02  -0.848039E-05   0.615738E-04   0.213707E+04   0.669432E-01
  8425   0.281189E-02  -0.852933E-05   0.617108E-04   0.213644E+04   0.669179E-01
  8426   0.281158E-02  -0.857816E-05   0.618475E-04   0.213581E+04   0.668926E-01
