#    L    TT             EE             BB             TE          
  8253   0.638946E-01   0.776157E-03   0.574883E-03  -0.954837E-03
  8254   0.638413E-01   0.775796E-03   0.574699E-03  -0.954461E-03
  8255   0.638011E-01   0.775438E-03   0.574513E-03  -0.954024E-03
  8256   0.637742E-01   0.775084E-03   0.574326E-03  -0.953526E-03
  8257   0.637605E-01   0.774733E-03   0.574136E-03  -0.952967E-03
  8258   0.637601E-01   0.774386E-03   0.573946E-03  -0.952346E-03
  8259   0.637726E-01   0.774042E-03   0.573753E-03  -0.951666E-03
  8260   0.637977E-01   0.773700E-03   0.573559E-03  -0.950928E-03
  8261   0.638349E-01   0.773362E-03   0.573363E-03  -0.950133E-03
  8262   0.638836E-01   0.773027E-03   0.573166E-03  -0.949285E-03
  8263   0.639432E-01   0.772695E-03   0.572968E-03  -0.948387E-03
  8264   0.640129E-01   0.772365E-03   0.572768E-03  -0.947442E-03
  8265   0.640917E-01   0.772037E-03   0.572567E-03  -0.946455E-03
  8266   0.641787E-01   0.771710E-03   0.572365E-03  -0.945429E-03
  8267   0.642729E-01   0.771386E-03   0.572162E-03  -0.944371E-03
  8268   0.643731E-01   0.771063E-03   0.571958E-03  -0.943284E-03
  8269   0.644782E-01   0.770741E-03   0.571754E-03  -0.942175E-03
  8270   0.645869E-01   0.770420E-03   0.571550E-03  -0.941049E-03
  8271   0.646980E-01   0.770099E-03   0.571345E-03  -0.939912E-03
  8272   0.648103E-01   0.769778E-03   0.571140E-03  -0.938770E-03
  8273   0.649224E-01   0.769457E-03   0.570935E-03  -0.937628E-03
  8274   0.650331E-01   0.769135E-03   0.570730E-03  -0.936492E-03
  8275   0.651412E-01   0.768813E-03   0.570526E-03  -0.935369E-03
  8276   0.652454E-01   0.768489E-03   0.570322E-03  -0.934264E-03
  8277   0.653444E-01   0.768165E-03   0.570119E-03  -0.933183E-03
  8278   0.654373E-01   0.767838E-03   0.569917E-03  -0.932130E-03
  8279   0.655229E-01   0.767510E-03   0.569716E-03  -0.931112E-03
  8280   0.656002E-01   0.767179E-03   0.569516E-03  -0.930131E-03
  8281   0.656683E-01   0.766846E-03   0.569318E-03  -0.929194E-03
  8282   0.657263E-01   0.766511E-03   0.569121E-03  -0.928303E-03
  8283   0.657736E-01   0.766173E-03   0.568925E-03  -0.927463E-03
  8284   0.658094E-01   0.765832E-03   0.568731E-03  -0.926676E-03
  8285   0.658333E-01   0.765489E-03   0.568539E-03  -0.925944E-03
  8286   0.658448E-01   0.765142E-03   0.568348E-03  -0.925270E-03
  8287   0.658437E-01   0.764793E-03   0.568159E-03  -0.924655E-03
  8288   0.658297E-01   0.764440E-03   0.567972E-03  -0.924099E-03
  8289   0.658029E-01   0.764085E-03   0.567787E-03  -0.923604E-03
  8290   0.657634E-01   0.763727E-03   0.567603E-03  -0.923168E-03
  8291   0.657112E-01   0.763366E-03   0.567421E-03  -0.922791E-03
  8292   0.656467E-01   0.763002E-03   0.567241E-03  -0.922471E-03
  8293   0.655704E-01   0.762636E-03   0.567063E-03  -0.922207E-03
  8294   0.654828E-01   0.762267E-03   0.566886E-03  -0.921996E-03
  8295   0.653846E-01   0.761896E-03   0.566711E-03  -0.921835E-03
  8296   0.652764E-01   0.761524E-03   0.566537E-03  -0.921721E-03
  8297   0.651592E-01   0.761149E-03   0.566364E-03  -0.921649E-03
  8298   0.650339E-01   0.760773E-03   0.566193E-03  -0.921615E-03
  8299   0.649015E-01   0.760396E-03   0.566023E-03  -0.921615E-03
  8300   0.647629E-01   0.760018E-03   0.565853E-03  -0.921645E-03
  8301   0.646195E-01   0.759639E-03   0.565685E-03  -0.921697E-03
  8302   0.644723E-01   0.759260E-03   0.565517E-03  -0.921768E-03
  8303   0.643225E-01   0.758881E-03   0.565349E-03  -0.921852E-03
  8304   0.641714E-01   0.758503E-03   0.565182E-03  -0.921943E-03
  8305   0.640202E-01   0.758125E-03   0.565015E-03  -0.922035E-03
  8306   0.638701E-01   0.757747E-03   0.564847E-03  -0.922123E-03
  8307   0.637223E-01   0.757371E-03   0.564680E-03  -0.922201E-03
  8308   0.635781E-01   0.756997E-03   0.564512E-03  -0.922264E-03
  8309   0.634386E-01   0.756624E-03   0.564344E-03  -0.922305E-03
  8310   0.633049E-01   0.756253E-03   0.564175E-03  -0.922321E-03
  8311   0.631780E-01   0.755885E-03   0.564006E-03  -0.922305E-03
  8312   0.630590E-01   0.755519E-03   0.563835E-03  -0.922254E-03
  8313   0.629488E-01   0.755155E-03   0.563663E-03  -0.922164E-03
  8314   0.628481E-01   0.754795E-03   0.563490E-03  -0.922030E-03
  8315   0.627578E-01   0.754437E-03   0.563316E-03  -0.921849E-03
  8316   0.626783E-01   0.754083E-03   0.563141E-03  -0.921618E-03
  8317   0.626104E-01   0.753732E-03   0.562964E-03  -0.921335E-03
  8318   0.625543E-01   0.753384E-03   0.562786E-03  -0.920997E-03
  8319   0.625103E-01   0.753039E-03   0.562606E-03  -0.920604E-03
  8320   0.624787E-01   0.752698E-03   0.562425E-03  -0.920154E-03
  8321   0.624596E-01   0.752360E-03   0.562242E-03  -0.919647E-03
  8322   0.624528E-01   0.752026E-03   0.562057E-03  -0.919084E-03
  8323   0.624581E-01   0.751694E-03   0.561871E-03  -0.918465E-03
  8324   0.624754E-01   0.751366E-03   0.561684E-03  -0.917791E-03
  8325   0.625042E-01   0.751040E-03   0.561495E-03  -0.917064E-03
  8326   0.625439E-01   0.750717E-03   0.561305E-03  -0.916287E-03
  8327   0.625940E-01   0.750397E-03   0.561113E-03  -0.915462E-03
  8328   0.626538E-01   0.750080E-03   0.560920E-03  -0.914593E-03
  8329   0.627224E-01   0.749764E-03   0.560727E-03  -0.913683E-03
  8330   0.627989E-01   0.749450E-03   0.560532E-03  -0.912737E-03
  8331   0.628825E-01   0.749138E-03   0.560336E-03  -0.911758E-03
  8332   0.629721E-01   0.748827E-03   0.560139E-03  -0.910751E-03
  8333   0.630665E-01   0.748518E-03   0.559942E-03  -0.909722E-03
  8334   0.631647E-01   0.748209E-03   0.559745E-03  -0.908676E-03
  8335   0.632656E-01   0.747901E-03   0.559547E-03  -0.907618E-03
  8336   0.633678E-01   0.747592E-03   0.559349E-03  -0.906553E-03
  8337   0.634703E-01   0.747284E-03   0.559151E-03  -0.905486E-03
  8338   0.635719E-01   0.746975E-03   0.558953E-03  -0.904424E-03
  8339   0.636714E-01   0.746666E-03   0.558756E-03  -0.903372E-03
  8340   0.637675E-01   0.746355E-03   0.558559E-03  -0.902335E-03
  8341   0.638593E-01   0.746044E-03   0.558363E-03  -0.901318E-03
  8342   0.639456E-01   0.745731E-03   0.558167E-03  -0.900326E-03
  8343   0.640255E-01   0.745416E-03   0.557972E-03  -0.899365E-03
  8344   0.640978E-01   0.745099E-03   0.557779E-03  -0.898437E-03
  8345   0.641619E-01   0.744780E-03   0.557586E-03  -0.897548E-03
  8346   0.642168E-01   0.744458E-03   0.557395E-03  -0.896701E-03
  8347   0.642619E-01   0.744135E-03   0.557205E-03  -0.895900E-03
  8348   0.642965E-01   0.743808E-03   0.557017E-03  -0.895147E-03
  8349   0.643202E-01   0.743479E-03   0.556830E-03  -0.894444E-03
  8350   0.643326E-01   0.743147E-03   0.556644E-03  -0.893794E-03
  8351   0.643333E-01   0.742812E-03   0.556460E-03  -0.893198E-03
  8352   0.643221E-01   0.742475E-03   0.556278E-03  -0.892657E-03
  8353   0.642991E-01   0.742135E-03   0.556098E-03  -0.892171E-03
  8354   0.642642E-01   0.741792E-03   0.555919E-03  -0.891739E-03
  8355   0.642176E-01   0.741446E-03   0.555742E-03  -0.891362E-03
  8356   0.641596E-01   0.741098E-03   0.555566E-03  -0.891038E-03
  8357   0.640906E-01   0.740747E-03   0.555392E-03  -0.890765E-03
  8358   0.640111E-01   0.740394E-03   0.555219E-03  -0.890542E-03
  8359   0.639216E-01   0.740039E-03   0.555048E-03  -0.890364E-03
  8360   0.638228E-01   0.739682E-03   0.554878E-03  -0.890230E-03
  8361   0.637156E-01   0.739324E-03   0.554709E-03  -0.890135E-03
  8362   0.636008E-01   0.738964E-03   0.554541E-03  -0.890076E-03
  8363   0.634792E-01   0.738603E-03   0.554374E-03  -0.890049E-03
  8364   0.633520E-01   0.738241E-03   0.554209E-03  -0.890048E-03
  8365   0.632200E-01   0.737878E-03   0.554044E-03  -0.890070E-03
  8366   0.630845E-01   0.737515E-03   0.553879E-03  -0.890109E-03
  8367   0.629464E-01   0.737152E-03   0.553715E-03  -0.890161E-03
  8368   0.628071E-01   0.736790E-03   0.553551E-03  -0.890219E-03
  8369   0.626675E-01   0.736428E-03   0.553387E-03  -0.890279E-03
  8370   0.625289E-01   0.736066E-03   0.553224E-03  -0.890335E-03
  8371   0.623924E-01   0.735706E-03   0.553060E-03  -0.890383E-03
  8372   0.622590E-01   0.735347E-03   0.552896E-03  -0.890416E-03
  8373   0.621300E-01   0.734990E-03   0.552731E-03  -0.890431E-03
  8374   0.620062E-01   0.734635E-03   0.552566E-03  -0.890422E-03
  8375   0.618888E-01   0.734282E-03   0.552400E-03  -0.890385E-03
  8376   0.617785E-01   0.733931E-03   0.552234E-03  -0.890316E-03
  8377   0.616763E-01   0.733583E-03   0.552066E-03  -0.890210E-03
  8378   0.615829E-01   0.733237E-03   0.551897E-03  -0.890065E-03
  8379   0.614990E-01   0.732895E-03   0.551728E-03  -0.889877E-03
  8380   0.614251E-01   0.732555E-03   0.551557E-03  -0.889643E-03
  8381   0.613619E-01   0.732218E-03   0.551384E-03  -0.889361E-03
  8382   0.613095E-01   0.731885E-03   0.551211E-03  -0.889030E-03
  8383   0.612684E-01   0.731554E-03   0.551036E-03  -0.888648E-03
  8384   0.612387E-01   0.731227E-03   0.550859E-03  -0.888214E-03
  8385   0.612204E-01   0.730903E-03   0.550682E-03  -0.887728E-03
  8386   0.612134E-01   0.730582E-03   0.550502E-03  -0.887191E-03
  8387   0.612177E-01   0.730264E-03   0.550322E-03  -0.886602E-03
  8388   0.612330E-01   0.729949E-03   0.550140E-03  -0.885964E-03
  8389   0.612588E-01   0.729637E-03   0.549957E-03  -0.885277E-03
  8390   0.612946E-01   0.729327E-03   0.549772E-03  -0.884545E-03
  8391   0.613400E-01   0.729020E-03   0.549587E-03  -0.883770E-03
  8392   0.613942E-01   0.728715E-03   0.549400E-03  -0.882954E-03
  8393   0.614565E-01   0.728412E-03   0.549212E-03  -0.882102E-03
  8394   0.615260E-01   0.728111E-03   0.549024E-03  -0.881217E-03
  8395   0.616018E-01   0.727811E-03   0.548835E-03  -0.880303E-03
  8396   0.616830E-01   0.727513E-03   0.548645E-03  -0.879364E-03
  8397   0.617687E-01   0.727215E-03   0.548454E-03  -0.878406E-03
  8398   0.618576E-01   0.726919E-03   0.548263E-03  -0.877433E-03
  8399   0.619488E-01   0.726623E-03   0.548072E-03  -0.876450E-03
  8400   0.620411E-01   0.726327E-03   0.547881E-03  -0.875461E-03
  8401   0.621335E-01   0.726031E-03   0.547690E-03  -0.874473E-03
  8402   0.622248E-01   0.725734E-03   0.547499E-03  -0.873489E-03
  8403   0.623139E-01   0.725437E-03   0.547308E-03  -0.872516E-03
  8404   0.623998E-01   0.725139E-03   0.547118E-03  -0.871557E-03
  8405   0.624815E-01   0.724839E-03   0.546929E-03  -0.870619E-03
  8406   0.625579E-01   0.724539E-03   0.546740E-03  -0.869704E-03
  8407   0.626282E-01   0.724236E-03   0.546552E-03  -0.868818E-03
  8408   0.626913E-01   0.723932E-03   0.546365E-03  -0.867965E-03
  8409   0.627466E-01   0.723625E-03   0.546179E-03  -0.867148E-03
  8410   0.627934E-01   0.723317E-03   0.545994E-03  -0.866370E-03
  8411   0.628309E-01   0.723006E-03   0.545811E-03  -0.865635E-03
  8412   0.628586E-01   0.722692E-03   0.545629E-03  -0.864944E-03
  8413   0.628760E-01   0.722376E-03   0.545448E-03  -0.864301E-03
  8414   0.628830E-01   0.722058E-03   0.545269E-03  -0.863707E-03
  8415   0.628790E-01   0.721736E-03   0.545091E-03  -0.863162E-03
  8416   0.628642E-01   0.721412E-03   0.544914E-03  -0.862668E-03
  8417   0.628383E-01   0.721086E-03   0.544740E-03  -0.862224E-03
  8418   0.628015E-01   0.720757E-03   0.544566E-03  -0.861831E-03
  8419   0.627540E-01   0.720425E-03   0.544394E-03  -0.861487E-03
  8420   0.626960E-01   0.720091E-03   0.544224E-03  -0.861191E-03
  8421   0.626279E-01   0.719755E-03   0.544054E-03  -0.860941E-03
  8422   0.625503E-01   0.719416E-03   0.543887E-03  -0.860736E-03
  8423   0.624637E-01   0.719076E-03   0.543720E-03  -0.860572E-03
  8424   0.623688E-01   0.718734E-03   0.543555E-03  -0.860447E-03
  8425   0.622663E-01   0.718390E-03   0.543390E-03  -0.860356E-03
  8426   0.621570E-01   0.718045E-03   0.543227E-03  -0.860297E-03
  8427   0.620419E-01   0.717699E-03   0.543064E-03  -0.860265E-03
  8428   0.619218E-01   0.717353E-03   0.542902E-03  -0.860256E-03
  8429   0.617978E-01   0.717006E-03   0.542741E-03  -0.860266E-03
  8430   0.616709E-01   0.716658E-03   0.542581E-03  -0.860289E-03
  8431   0.615421E-01   0.716311E-03   0.542420E-03  -0.860322E-03
  8432   0.614125E-01   0.715963E-03   0.542260E-03  -0.860358E-03
  8433   0.612832E-01   0.715617E-03   0.542100E-03  -0.860394E-03
  8434   0.611553E-01   0.715271E-03   0.541940E-03  -0.860423E-03
  8435   0.610297E-01   0.714927E-03   0.541779E-03  -0.860443E-03
  8436   0.609076E-01   0.714584E-03   0.541618E-03  -0.860447E-03
  8437   0.607899E-01   0.714242E-03   0.541457E-03  -0.860431E-03
  8438   0.606776E-01   0.713903E-03   0.541295E-03  -0.860391E-03
  8439   0.605716E-01   0.713565E-03   0.541133E-03  -0.860323E-03
  8440   0.604726E-01   0.713230E-03   0.540969E-03  -0.860224E-03
  8441   0.603816E-01   0.712897E-03   0.540805E-03  -0.860088E-03
  8442   0.602990E-01   0.712567E-03   0.540640E-03  -0.859914E-03
  8443   0.602257E-01   0.712240E-03   0.540473E-03  -0.859699E-03
  8444   0.601619E-01   0.711915E-03   0.540306E-03  -0.859440E-03
  8445   0.601083E-01   0.711594E-03   0.540137E-03  -0.859136E-03
  8446   0.600650E-01   0.711275E-03   0.539967E-03  -0.858785E-03
  8447   0.600323E-01   0.710960E-03   0.539796E-03  -0.858387E-03
  8448   0.600102E-01   0.710647E-03   0.539623E-03  -0.857940E-03
  8449   0.599989E-01   0.710338E-03   0.539450E-03  -0.857444E-03
  8450   0.599981E-01   0.710031E-03   0.539275E-03  -0.856901E-03
  8451   0.600077E-01   0.709728E-03   0.539098E-03  -0.856312E-03
  8452   0.600274E-01   0.709427E-03   0.538921E-03  -0.855676E-03
  8453   0.600567E-01   0.709129E-03   0.538742E-03  -0.854998E-03
  8454   0.600951E-01   0.708833E-03   0.538562E-03  -0.854278E-03
  8455   0.601421E-01   0.708539E-03   0.538382E-03  -0.853520E-03
  8456   0.601970E-01   0.708248E-03   0.538200E-03  -0.852727E-03
  8457   0.602590E-01   0.707958E-03   0.538017E-03  -0.851901E-03
  8458   0.603272E-01   0.707670E-03   0.537834E-03  -0.851048E-03
  8459   0.604009E-01   0.707384E-03   0.537650E-03  -0.850170E-03
  8460   0.604791E-01   0.707098E-03   0.537466E-03  -0.849273E-03
  8461   0.605607E-01   0.706814E-03   0.537281E-03  -0.848361E-03
  8462   0.606448E-01   0.706530E-03   0.537096E-03  -0.847437E-03
  8463   0.607304E-01   0.706246E-03   0.536911E-03  -0.846508E-03
  8464   0.608163E-01   0.705963E-03   0.536726E-03  -0.845578E-03
  8465   0.609016E-01   0.705679E-03   0.536541E-03  -0.844651E-03
  8466   0.609852E-01   0.705394E-03   0.536356E-03  -0.843733E-03
  8467   0.610660E-01   0.705109E-03   0.536172E-03  -0.842827E-03
  8468   0.611431E-01   0.704823E-03   0.535988E-03  -0.841940E-03
  8469   0.612155E-01   0.704536E-03   0.535805E-03  -0.841074E-03
  8470   0.612824E-01   0.704247E-03   0.535623E-03  -0.840234E-03
  8471   0.613427E-01   0.703956E-03   0.535441E-03  -0.839425E-03
  8472   0.613958E-01   0.703664E-03   0.535261E-03  -0.838649E-03
  8473   0.614409E-01   0.703370E-03   0.535082E-03  -0.837910E-03
  8474   0.614775E-01   0.703073E-03   0.534904E-03  -0.837210E-03
  8475   0.615048E-01   0.702774E-03   0.534727E-03  -0.836553E-03
  8476   0.615225E-01   0.702472E-03   0.534551E-03  -0.835940E-03
  8477   0.615302E-01   0.702168E-03   0.534377E-03  -0.835374E-03
  8478   0.615277E-01   0.701862E-03   0.534204E-03  -0.834854E-03
  8479   0.615147E-01   0.701553E-03   0.534033E-03  -0.834383E-03
  8480   0.614912E-01   0.701241E-03   0.533863E-03  -0.833959E-03
  8481   0.614573E-01   0.700927E-03   0.533694E-03  -0.833584E-03
  8482   0.614130E-01   0.700610E-03   0.533527E-03  -0.833256E-03
  8483   0.613587E-01   0.700291E-03   0.533361E-03  -0.832974E-03
  8484   0.612946E-01   0.699970E-03   0.533196E-03  -0.832736E-03
  8485   0.612213E-01   0.699647E-03   0.533033E-03  -0.832541E-03
  8486   0.611392E-01   0.699321E-03   0.532871E-03  -0.832386E-03
  8487   0.610490E-01   0.698994E-03   0.532710E-03  -0.832268E-03
  8488   0.609514E-01   0.698665E-03   0.532550E-03  -0.832185E-03
  8489   0.608471E-01   0.698335E-03   0.532390E-03  -0.832131E-03
  8490   0.607370E-01   0.698004E-03   0.532232E-03  -0.832104E-03
  8491   0.606220E-01   0.697672E-03   0.532074E-03  -0.832100E-03
  8492   0.605030E-01   0.697339E-03   0.531917E-03  -0.832113E-03
  8493   0.603810E-01   0.697006E-03   0.531761E-03  -0.832140E-03
  8494   0.602571E-01   0.696673E-03   0.531605E-03  -0.832177E-03
  8495   0.601322E-01   0.696340E-03   0.531448E-03  -0.832217E-03
  8496   0.600074E-01   0.696007E-03   0.531292E-03  -0.832257E-03
  8497   0.598838E-01   0.695675E-03   0.531136E-03  -0.832292E-03
  8498   0.597623E-01   0.695344E-03   0.530980E-03  -0.832316E-03
  8499   0.596440E-01   0.695015E-03   0.530823E-03  -0.832326E-03
  8500   0.595299E-01   0.694686E-03   0.530666E-03  -0.832318E-03
  8501   0.594209E-01   0.694360E-03   0.530509E-03  -0.832286E-03
  8502   0.593179E-01   0.694035E-03   0.530350E-03  -0.832226E-03
  8503   0.592216E-01   0.693713E-03   0.530191E-03  -0.832136E-03
  8504   0.591330E-01   0.693393E-03   0.530031E-03  -0.832011E-03
  8505   0.590526E-01   0.693076E-03   0.529870E-03  -0.831849E-03
  8506   0.589810E-01   0.692761E-03   0.529708E-03  -0.831647E-03
  8507   0.589188E-01   0.692449E-03   0.529545E-03  -0.831402E-03
  8508   0.588665E-01   0.692140E-03   0.529380E-03  -0.831113E-03
  8509   0.588242E-01   0.691834E-03   0.529215E-03  -0.830778E-03
  8510   0.587923E-01   0.691530E-03   0.529048E-03  -0.830396E-03
  8511   0.587708E-01   0.691230E-03   0.528880E-03  -0.829966E-03
  8512   0.587599E-01   0.690933E-03   0.528710E-03  -0.829490E-03
  8513   0.587593E-01   0.690638E-03   0.528540E-03  -0.828966E-03
  8514   0.587690E-01   0.690347E-03   0.528368E-03  -0.828397E-03
  8515   0.587886E-01   0.690058E-03   0.528195E-03  -0.827782E-03
  8516   0.588178E-01   0.689772E-03   0.528021E-03  -0.827125E-03
  8517   0.588560E-01   0.689488E-03   0.527846E-03  -0.826427E-03
  8518   0.589027E-01   0.689207E-03   0.527669E-03  -0.825692E-03
  8519   0.589572E-01   0.688928E-03   0.527492E-03  -0.824921E-03
  8520   0.590189E-01   0.688651E-03   0.527314E-03  -0.824119E-03
  8521   0.590868E-01   0.688375E-03   0.527136E-03  -0.823289E-03
  8522   0.591602E-01   0.688101E-03   0.526956E-03  -0.822435E-03
  8523   0.592381E-01   0.687828E-03   0.526777E-03  -0.821562E-03
  8524   0.593196E-01   0.687557E-03   0.526597E-03  -0.820673E-03
  8525   0.594036E-01   0.687285E-03   0.526416E-03  -0.819774E-03
  8526   0.594891E-01   0.687015E-03   0.526236E-03  -0.818869E-03
  8527   0.595751E-01   0.686744E-03   0.526056E-03  -0.817963E-03
  8528   0.596605E-01   0.686474E-03   0.525876E-03  -0.817061E-03
  8529   0.597443E-01   0.686203E-03   0.525696E-03  -0.816167E-03
  8530   0.598255E-01   0.685931E-03   0.525516E-03  -0.815286E-03
  8531   0.599030E-01   0.685658E-03   0.525337E-03  -0.814423E-03
  8532   0.599759E-01   0.685385E-03   0.525159E-03  -0.813583E-03
  8533   0.600432E-01   0.685110E-03   0.524982E-03  -0.812768E-03
  8534   0.601041E-01   0.684833E-03   0.524805E-03  -0.811984E-03
  8535   0.601578E-01   0.684554E-03   0.524630E-03  -0.811233E-03
  8536   0.602036E-01   0.684274E-03   0.524455E-03  -0.810520E-03
  8537   0.602408E-01   0.683991E-03   0.524282E-03  -0.809847E-03
  8538   0.602687E-01   0.683706E-03   0.524110E-03  -0.809216E-03
  8539   0.602870E-01   0.683419E-03   0.523940E-03  -0.808631E-03
  8540   0.602953E-01   0.683129E-03   0.523770E-03  -0.808092E-03
  8541   0.602932E-01   0.682836E-03   0.523602E-03  -0.807601E-03
  8542   0.602806E-01   0.682541E-03   0.523436E-03  -0.807158E-03
  8543   0.602573E-01   0.682244E-03   0.523271E-03  -0.806765E-03
  8544   0.602235E-01   0.681944E-03   0.523107E-03  -0.806420E-03
  8545   0.601792E-01   0.681641E-03   0.522945E-03  -0.806123E-03
  8546   0.601246E-01   0.681336E-03   0.522784E-03  -0.805874E-03
  8547   0.600602E-01   0.681028E-03   0.522625E-03  -0.805669E-03
